timestamp,x,y,z
0,-0.86,-8.49,-47.19
10,-1.05,-6.73,-44.1
20,-2.21,-5.34,-39.66
30,-3.31,-4.12,-35.72
40,-3.75,-2.8,-32.68
50,-3.52,-1.76,-30.55
60,-2.9,-1.07,-29.44
70,-2.38,-0.76,-29.03
80,-2.12,-1.08,-28.73
90,-2.05,-1.61,-28.48
100,-2.01,-2.15,-27.88
110,-1.84,-2.79,-26.79
120,-1.97,-3.31,-25.5
130,-2.08,-4.06,-23.94
140,-1.91,-4.65,-22.02
150,-1.56,-5.15,-19.98
160,-1.33,-5.27,-17.85
170,-1.07,-5.44,-15.88
180,-0.87,-5.66,-14.06
190,-0.85,-5.79,-12.38
200,-0.86,-5.97,-10.9
210,-0.9,-6.06,-9.62
220,-0.89,-6.27,-8.44
230,-0.59,-6.4,-7.24
240,-0.25,-6.63,-5.94
250,0.1,-6.77,-4.7
260,0.39,-6.84,-3.37
270,0.44,-6.93,-2.04
280,0.28,-6.85,-0.58
290,-0.11,-6.78,0.87
300,-0.55,-6.52,2.32
310,-0.97,-6.0,4.0
320,-1.19,-5.33,5.83
330,-1.08,-4.56,7.79
340,-0.6,-3.46,9.67
350,-0.18,-2.6,11.3
360,0.51,-1.76,12.35
370,1.74,-1.04,13.26
380,3.18,-0.58,14.54
390,4.3,-0.28,16.18
400,5.0,0.38,18.0
410,5.55,1.15,19.83
420,6.01,1.57,21.41
430,6.67,1.72,22.39
440,7.44,1.62,22.88
450,8.6,1.47,23.45
460,9.84,1.0,24.69
470,10.44,0.53,25.88
480,10.12,0.19,26.11
490,9.13,-0.2,25.06
500,8.18,-0.28,23.14
510,7.12,-0.4,20.91
520,6.07,-0.69,18.93
530,5.45,-1.2,17.56
540,5.44,-1.77,16.4
550,5.74,-2.4,15.06
560,5.88,-3.07,13.47
570,5.54,-3.98,11.51
580,4.81,-4.77,9.36
590,3.94,-5.49,7.31
600,2.98,-6.32,5.37
610,1.99,-7.16,3.66
620,1.0,-8.07,1.94
630,0.07,-9.01,0.45
640,-0.9,-10.29,-0.93
650,-1.62,-11.54,-2.26
660,-1.9,-12.97,-3.87
670,-1.45,-14.4,-5.88
680,-0.98,-15.29,-8.49
690,-1.81,-15.76,-11.69
700,-3.6,-16.23,-15.1
710,-4.75,-17.17,-19.43
720,-4.4,-17.68,-24.46
730,-2.93,-17.46,-30.16
740,-0.83,-16.18,-35.61
750,0.16,-14.44,-40.11
760,-0.2,-12.45,-43.4
770,-1.14,-10.71,-44.85
780,-2.97,-9.22,-44.15
790,-4.59,-7.67,-41.97
800,-4.92,-5.93,-38.75
810,-3.77,-4.19,-35.2
820,-2.07,-2.55,-32.26
830,-0.68,-1.61,-29.99
840,0.11,-1.58,-28.36
850,0.46,-1.92,-27.2
860,0.52,-2.43,-26.25
870,0.56,-2.7,-25.49
880,0.62,-3.06,-24.85
890,0.68,-3.69,-23.99
900,0.92,-4.36,-22.78
910,1.34,-5.06,-21.42
920,1.87,-5.63,-19.94
930,2.39,-6.33,-18.27
940,2.83,-6.62,-16.55
950,3.07,-6.94,-14.88
960,2.97,-7.21,-13.33
970,2.69,-7.33,-11.79
980,2.37,-7.42,-10.6
990,1.94,-7.52,-9.29
1000,1.56,-7.61,-7.94
