timestamp,x,y,z
0,5.46,-8.81,14.31
10,5.94,-8.92,14.96
20,6.29,-8.99,15.6
30,6.66,-8.94,16.09
40,6.93,-8.95,16.4
50,7.11,-8.89,16.61
60,7.31,-8.65,16.67
70,7.31,-8.54,16.45
80,7.27,-8.35,15.98
90,7.05,-8.1,15.24
100,6.53,-8.03,14.25
110,5.92,-8.0,13.3
120,5.25,-7.91,12.6
130,4.55,-7.99,12.08
140,3.96,-7.97,11.6
150,3.3,-7.81,11.23
160,2.48,-7.66,10.6
170,1.72,-7.69,9.82
180,1.12,-7.69,9.0
190,0.66,-7.78,7.8
200,0.29,-7.81,6.53
210,-0.14,-8.11,5.18
220,-0.44,-8.32,3.77
230,-0.72,-8.28,2.02
240,-1.6,-8.26,-0.09
250,-3.56,-8.8,-2.84
260,-6.36,-9.38,-6.38
270,-9.3,-9.85,-10.85
280,-11.38,-9.98,-15.06
290,-12.82,-9.34,-18.02
300,-13.88,-8.51,-20.19
310,-14.52,-7.19,-21.66
320,-15.12,-5.34,-24.13
330,-15.14,-3.16,-28.94
340,-13.62,-0.49,-35.61
350,-10.25,2.76,-42.58
360,-5.67,6.51,-47.67
370,-1.03,9.7,-49.01
380,2.43,11.53,-46.34
390,3.31,11.94,-40.82
400,1.94,11.51,-34.48
410,0.02,11.65,-28.24
420,-1.62,12.23,-22.71
430,-3.76,11.73,-19.35
440,-6.03,10.91,-18.08
450,-7.83,10.55,-17.67
460,-8.72,10.37,-17.62
470,-8.68,9.96,-17.8
480,-7.9,9.63,-18.03
490,-6.76,9.49,-18.16
500,-5.69,9.21,-18.09
510,-4.82,9.04,-17.84
520,-4.65,8.78,-17.19
530,-4.77,8.61,-16.04
540,-5.3,8.21,-14.76
550,-5.99,7.48,-13.52
560,-6.53,6.46,-12.44
570,-6.72,5.38,-11.59
580,-6.46,4.35,-10.79
590,-5.83,3.32,-9.84
600,-5.09,2.28,-8.75
610,-4.26,1.19,-7.68
620,-3.55,-0.06,-6.68
630,-2.88,-1.02,-5.57
640,-2.04,-1.65,-4.34
650,-1.3,-2.36,-3.07
660,-0.8,-2.98,-1.94
670,-0.56,-3.41,-0.76
680,-0.41,-3.76,0.58
690,-0.2,-4.12,1.91
700,0.16,-4.47,3.03
710,0.89,-5.04,3.91
720,1.66,-5.7,4.76
730,2.39,-6.53,5.85
740,3.23,-7.36,7.34
750,4.04,-8.05,9.13
760,4.66,-8.62,11.05
770,5.1,-8.98,12.93
780,5.42,-9.15,14.65
790,5.42,-9.31,16.05
800,5.32,-9.45,17.1
810,5.37,-9.63,18.02
820,5.3,-9.66,18.92
830,5.26,-9.72,19.63
840,5.23,-9.75,19.99
850,5.08,-9.8,20.06
860,4.81,-9.88,19.88
870,4.51,-9.84,19.37
880,4.08,-9.84,18.49
890,3.49,-9.9,17.26
900,2.96,-9.99,15.98
910,2.43,-10.11,14.71
920,1.89,-10.21,13.79
930,1.32,-10.21,13.17
940,0.69,-10.24,12.7
950,0.13,-10.27,12.13
960,-0.25,-10.29,11.29
970,-0.47,-10.35,10.24
980,-0.56,-10.38,9.13
990,-0.52,-10.42,7.92
1000,-0.4,-10.54,6.5
