timestamp,x,y,z
0,3.85,-4.01,-8.36
10,2.84,-4.1,-6.34
20,2.12,-4.01,-4.48
30,1.53,-3.66,-2.57
40,1.13,-2.95,-0.97
50,1.0,-1.9,0.37
60,0.88,-0.96,1.64
70,0.56,-0.23,2.94
80,0.21,0.38,4.25
90,-0.26,0.97,5.79
100,-0.95,1.45,7.67
110,-1.8,1.83,10.06
120,-2.9,2.06,12.86
130,-4.24,2.23,15.9
140,-5.59,2.4,18.98
150,-6.42,2.73,21.86
160,-6.99,3.31,24.31
170,-7.16,3.88,25.57
180,-6.94,4.16,25.44
190,-6.44,4.18,24.19
200,-5.83,3.82,22.35
210,-4.98,3.33,20.38
220,-3.89,2.79,18.16
230,-2.7,2.23,15.77
240,-1.7,1.63,13.51
250,-0.65,1.09,11.62
260,0.32,0.86,10.1
270,0.68,0.4,8.74
280,0.5,-0.57,6.77
290,-0.04,-2.04,4.37
300,-0.96,-3.79,1.74
310,-1.85,-5.9,-1.34
320,-1.78,-7.83,-4.78
330,-0.7,-8.84,-9.0
340,1.64,-7.73,-14.2
350,5.26,-5.16,-20.13
360,9.41,-2.97,-26.66
370,12.23,-1.12,-32.31
380,13.51,0.88,-35.42
390,13.26,1.48,-35.83
400,11.79,1.22,-34.11
410,10.06,0.46,-31.23
420,9.1,0.23,-28.21
430,8.87,0.51,-25.52
440,8.92,1.0,-23.42
450,8.88,1.53,-21.59
460,8.61,1.95,-19.96
470,8.29,2.34,-18.73
480,7.81,2.57,-17.88
490,7.19,2.69,-16.93
500,6.41,2.47,-15.78
510,5.71,2.25,-14.61
520,4.61,1.91,-13.25
530,3.45,1.26,-11.56
540,2.68,0.92,-9.86
550,2.0,0.96,-8.33
560,1.18,0.8,-6.67
570,0.49,0.82,-4.68
580,0.16,1.26,-2.55
590,0.2,1.99,-0.65
600,0.27,2.81,0.8
610,0.12,3.36,2.05
620,-0.16,3.76,3.36
630,-0.51,4.29,4.88
640,-1.07,4.75,6.5
650,-1.89,4.92,8.12
660,-2.99,4.81,9.73
670,-4.34,4.5,11.44
680,-5.78,4.18,13.24
690,-7.02,3.93,15.02
700,-7.78,3.88,16.68
710,-7.96,4.1,18.37
720,-7.87,4.42,19.64
730,-7.47,4.7,20.31
740,-6.91,4.79,20.38
750,-5.9,4.56,19.52
760,-4.95,4.22,18.22
770,-4.06,3.82,16.64
780,-3.2,3.27,14.9
790,-2.44,2.65,13.21
800,-1.9,2.03,11.55
810,-1.49,1.3,10.03
820,-1.25,0.4,8.6
830,-1.14,-0.42,7.29
840,-1.03,-1.84,6.01
850,-0.81,-2.5,4.59
860,-0.17,-3.16,3.23
870,1.24,-4.75,1.61
880,3.14,-6.26,-1.12
890,5.71,-6.16,-5.82
900,8.91,-4.77,-11.72
910,11.97,-2.88,-18.06
920,13.31,-2.36,-24.97
930,12.97,-2.09,-32.52
940,12.15,-2.34,-37.68
950,12.17,-1.82,-37.87
960,12.05,-0.33,-34.05
970,11.9,0.93,-29.47
980,11.48,1.09,-26.3
990,10.49,1.04,-24.11
1000,9.08,1.03,-22.37
