timestamp,x,y,z
0,-20.97,-4.67,-3.41
10,-20.66,-4.48,-4.6
20,-20.14,-3.97,-5.28
30,-19.42,-3.48,-5.62
40,-18.5,-2.72,-5.68
50,-17.63,-1.65,-5.52
60,-17.08,-0.82,-5.35
70,-16.93,-0.26,-5.34
80,-17.19,0.03,-5.44
90,-17.37,-0.1,-5.52
100,-17.43,-0.38,-5.54
110,-17.1,-0.57,-5.31
120,-16.32,-0.67,-4.89
130,-15.29,-0.82,-4.53
140,-14.16,-1.11,-4.12
150,-13.13,-1.34,-3.86
160,-12.25,-1.54,-3.57
170,-11.18,-1.63,-3.35
180,-9.93,-1.95,-3.1
190,-8.45,-2.25,-2.63
200,-6.95,-2.58,-2.12
210,-5.33,-2.76,-1.47
220,-3.8,-2.78,-0.68
230,-2.34,-2.71,0.02
240,-0.95,-2.63,0.72
250,0.45,-2.51,1.51
260,1.77,-2.22,2.32
270,3.04,-1.67,3.09
280,4.26,-0.99,3.82
290,5.55,-0.39,4.27
300,6.77,0.01,4.5
310,7.69,0.33,4.42
320,8.47,0.56,4.08
330,9.38,0.67,3.5
340,10.63,0.88,2.9
350,11.93,1.32,2.34
360,13.6,1.87,1.76
370,15.58,2.33,1.26
380,17.07,2.67,1.13
390,17.81,2.88,1.29
400,17.99,3.0,1.8
410,18.02,3.06,2.54
420,18.34,3.18,3.36
430,18.68,3.3,4.11
440,18.79,3.34,4.86
450,18.53,3.36,5.56
460,17.88,3.4,6.04
470,17.01,3.4,6.2
480,16.2,3.35,6.06
490,15.45,3.33,5.69
500,14.77,3.35,5.12
510,14.15,3.41,4.43
520,13.56,3.46,3.7
530,12.89,3.58,2.92
540,12.18,3.43,2.06
550,11.52,3.17,1.01
560,10.7,2.78,0.06
570,9.69,2.49,-0.73
580,8.55,2.25,-1.28
590,7.42,1.97,-1.74
600,6.27,1.68,-2.06
610,5.16,1.43,-2.4
620,4.04,1.3,-2.65
630,3.0,1.09,-2.86
640,2.24,0.77,-3.13
650,1.42,0.33,-3.42
660,0.68,-0.08,-3.6
670,-0.18,-0.56,-3.74
680,-1.29,-1.3,-3.82
690,-2.67,-2.41,-3.61
700,-4.26,-3.34,-3.24
710,-6.07,-3.74,-2.82
720,-7.96,-4.01,-2.53
730,-10.02,-4.99,-2.56
740,-12.39,-6.18,-2.33
750,-14.9,-6.55,-1.94
760,-17.11,-5.87,-1.41
770,-18.93,-4.94,-0.68
780,-20.11,-4.77,-0.74
790,-20.75,-4.95,-1.62
800,-20.99,-4.97,-3.02
810,-20.5,-4.01,-4.3
820,-19.46,-3.18,-5.33
830,-18.05,-2.85,-6.31
840,-16.64,-2.66,-6.93
850,-15.52,-2.03,-6.82
860,-14.68,-1.07,-6.07
870,-14.21,-0.32,-5.01
880,-14.05,0.18,-4.14
890,-14.34,0.49,-3.69
900,-14.81,0.63,-3.78
910,-15.29,0.6,-4.15
920,-15.7,0.42,-4.58
930,-15.96,0.25,-5.0
940,-15.96,0.1,-5.19
950,-15.57,-0.16,-5.29
960,-14.74,-0.37,-5.18
970,-13.65,-0.51,-4.81
980,-12.61,-1.08,-4.55
990,-11.06,-1.63,-4.3
1000,-9.43,-1.92,-3.73
